12003,Baker,FL,12003,148.0,rural,2006
12001,Alachua,FL,12001,87.4,urban,2006
51107,Loudoun,VA,51107,40.9,rural,2006
51105,Lee,VA,51105,121.4,rural,2006
51103,Lancaster,VA,51103,140.6,rural,2006
51101,King William,VA,51101,34.5,rural,2006
51109,Louisa,VA,51109,52.1,rural,2006
05109,Pike,AR,05109,0.0,rural,2006
05103,Ouachita,AR,05103,96.5,rural,2006
05101,Newton,AR,05101,0.0,rural,2006
05107,Phillips,AR,05107,155.6,rural,2006
05105,Perry,AR,05105,52.9,rural,2006
13289,Twiggs,GA,13289,29.9,rural,2006
13287,Turner,GA,13287,80.9,rural,2006
51127,New Kent,VA,51127,61.4,rural,2006
13285,Troup,GA,13285,74.8,rural,2006
13283,Treutlen,GA,13283,0.0,rural,2006
13281,Towns,GA,13281,69.9,rural,2006
46099,Minnehaha,SD,46099,66.5,urban,2006
48121,Denton,TX,48121,68.2,urban,2006
30061,Mineral,MT,30061,0.0,rural,2006
48219,Hockley,TX,48219,67.5,rural,2006
48127,Dimmit,TX,48127,75.9,rural,2006
53039,Klickitat,WA,53039,26.3,rural,2006
30063,Missoula,MT,30063,103.1,urban,2006
26039,Crawford,MI,26039,123.3,rural,2006
05039,Dallas,AR,05039,78.4,rural,2006
49047,Uintah,UT,49047,80.1,rural,2006
05037,Cross,AR,05037,71.5,rural,2006
12133,Washington,FL,12133,139.0,rural,2006
05035,Crittenden,AR,05035,103.2,rural,2006
26037,Clinton,MI,26037,34.0,rural,2006
05033,Crawford,AR,05033,118.8,rural,2006
26031,Cheboygan,MI,26031,103.6,rural,2006
05031,Craighead,AR,05031,166.1,urban,2006
26033,Chippewa,MI,26033,71.8,rural,2006
49045,Tooele,UT,49045,86.8,rural,2006
48229,Hudspeth,TX,48229,0.0,rural,2006
20089,Jewell,KS,20089,0.0,rural,2006
20087,Jefferson,KS,20087,11.6,rural,2006
20085,Jackson,KS,20085,40.5,rural,2006
30067,Park,MT,30067,84.3,rural,2006
20083,Hodgeman,KS,20083,0.0,rural,2006
20081,Haskell,KS,20081,0.0,rural,2006
49043,Summit,UT,49043,65.2,rural,2006
01051,Elmore,AL,01051,83.0,rural,2006
01053,Escambia,AL,01053,116.7,rural,2006
01055,Etowah,AL,01055,126.2,rural,2006
